# This is a copy of the file produced by the Alaska Interagency Coordination Center (AICC)
# Chris Waigl, cwaigl@alaska.edu, July 2025
ID,FireSeason,Month,Day,SitReportDate,ProtectionUnit,NewFires,OutFires,ActiveFires,TotalFires,TotalAcres
118,2004,5,19,20040519,FAS,1,1,2,17,4.8
119,2004,5,19,20040519,KKS,0,0,1,13,5.6
120,2004,5,19,20040519,MSS,0,0,2,26,42.7
121,2004,5,19,20040519,SWS,1,0,1,1,0.1
122,2004,5,20,20040520,MID,0,0,0,2,1.1
123,2004,5,20,20040520,UYD,0,0,0,1,0.1
124,2004,5,20,20040520,CRS,0,0,1,3,70.2
125,2004,5,20,20040520,DAS,0,0,0,6,18.6
126,2004,5,20,20040520,FAS,0,0,2,17,4.8
127,2004,5,20,20040520,KKS,0,0,1,13,5.6
128,2004,5,20,20040520,MSS,0,0,2,26,42.7
161,2004,5,20,20040520,CGF,0,0,0,1,0.1
129,2004,5,20,20040520,SWS,0,0,1,1,0.1
130,2004,5,21,20040521,GAD,1,0,1,1,1
131,2004,5,21,20040521,MID,0,0,0,2,1.1
132,2004,5,21,20040521,UYD,0,0,0,1,0.1
133,2004,5,21,20040521,CRS,0,0,1,3,70.2
134,2004,5,21,20040521,DAS,0,0,0,6,18.6
135,2004,5,21,20040521,FAS,3,1,4,20,5.1
136,2004,5,21,20040521,KKS,1,2,0,14,6.4
137,2004,5,21,20040521,MSS,2,2,2,28,42.9
160,2004,5,21,20040521,CGF,0,0,0,1,0.1
138,2004,5,21,20040521,SWS,0,0,1,1,0.1
139,2004,5,22,20040522,GAD,0,1,0,1,1
140,2004,5,22,20040522,MID,0,0,0,2,1.1
141,2004,5,22,20040522,UYD,0,0,0,1,0.1
142,2004,5,22,20040522,CRS,0,0,1,3,70.2
143,2004,5,22,20040522,DAS,0,0,0,6,18.6
144,2004,5,22,20040522,FAS,1,3,2,21,5.2
145,2004,5,22,20040522,KKS,1,0,1,15,9.4
146,2004,5,22,20040522,MSS,0,0,2,28,42.9
159,2004,5,22,20040522,CGF,0,0,0,1,0.1
147,2004,5,22,20040522,SWS,1,0,2,2,70
148,2004,5,23,20040523,GAD,0,0,0,1,1
149,2004,5,23,20040523,MID,0,0,0,2,1.1
150,2004,5,23,20040523,UYD,0,0,0,1,0.1
151,2004,5,23,20040523,CRS,0,0,1,3,70.2
152,2004,5,23,20040523,DAS,0,0,0,6,18.6
153,2004,5,23,20040523,FAS,0,0,2,21,5.2
154,2004,5,23,20040523,KKS,1,2,0,16,9.5
155,2004,5,23,20040523,MSS,1,1,2,29,43.9
157,2004,5,23,20040523,TAS,1,0,1,1,0.1
158,2004,5,23,20040523,CGF,0,0,0,1,0.1
156,2004,5,23,20040523,SWS,0,1,1,2,70
162,2004,5,24,20040524,GAD,0,0,0,1,1
163,2004,5,24,20040524,MID,0,0,0,2,1.1
164,2004,5,24,20040524,UYD,0,0,0,1,0.1
165,2004,5,24,20040524,CRS,0,0,1,3,70.2
166,2004,5,24,20040524,DAS,0,0,0,6,18.6
167,2004,5,24,20040524,FAS,2,0,4,23,5.5
168,2004,5,24,20040524,HNS,1,1,0,1,0.1
169,2004,5,24,20040524,KKS,0,0,0,16,9.5
170,2004,5,24,20040524,MSS,0,0,2,29,43.9
172,2004,5,24,20040524,TAS,0,0,1,1,0.1
173,2004,5,24,20040524,CGF,0,0,0,1,0.1
171,2004,5,24,20040524,SWS,0,0,1,2,70
174,2004,5,25,20040525,GAD,0,0,0,1,1
175,2004,5,25,20040525,MID,0,0,0,2,1.1
176,2004,5,25,20040525,UYD,0,0,0,1,0.1
177,2004,5,25,20040525,CRS,0,0,1,3,70.2
178,2004,5,25,20040525,DAS,0,0,0,6,18.6
179,2004,5,25,20040525,FAS,0,1,3,23,5.5
180,2004,5,25,20040525,HNS,0,0,0,1,0.1
181,2004,5,25,20040525,KKS,0,0,0,16,9.5
182,2004,5,25,20040525,MSS,0,1,1,29,43.9
184,2004,5,25,20040525,TAS,0,1,0,1,0.1
185,2004,5,25,20040525,CGF,0,0,0,1,0.1
183,2004,5,25,20040525,SWS,0,0,1,2,70
186,2004,5,26,20040526,GAD,0,0,0,1,1
187,2004,5,26,20040526,MID,0,0,0,2,1.1
188,2004,5,26,20040526,UYD,0,0,0,1,0.1
189,2004,5,26,20040526,CRS,0,0,1,3,70.2
190,2004,5,26,20040526,DAS,0,0,0,6,18.6
191,2004,5,26,20040526,FAS,0,0,3,23,5.5
192,2004,5,26,20040526,HNS,0,0,0,1,0.1
193,2004,5,26,20040526,KKS,0,0,0,16,9.5
194,2004,5,26,20040526,MSS,0,0,1,29,43.8
196,2004,5,26,20040526,TAS,0,0,0,1,0.1
197,2004,5,26,20040526,CGF,0,0,0,1,0.1
195,2004,5,26,20040526,SWS,0,0,1,2,70
198,2004,5,27,20040527,GAD,0,0,0,1,1
199,2004,5,27,20040527,MID,0,0,0,2,1.1
200,2004,5,27,20040527,UYD,0,0,0,1,0.1
201,2004,5,27,20040527,CRS,0,0,1,3,70.2
202,2004,5,27,20040527,DAS,0,0,0,6,18.6
203,2004,5,27,20040527,FAS,0,1,2,23,5.5
204,2004,5,27,20040527,HNS,0,0,0,1,0.1
205,2004,5,27,20040527,KKS,0,0,0,16,9.5
206,2004,5,27,20040527,MSS,0,0,1,31,46.6
208,2004,5,27,20040527,TAS,1,1,0,2,0.2
209,2004,5,27,20040527,CGF,0,0,0,1,0.1
207,2004,5,27,20040527,SWS,0,0,1,2,70
210,2004,5,28,20040528,GAD,0,0,0,1,1
211,2004,5,28,20040528,MID,0,0,0,2,1.1
212,2004,5,28,20040528,UYD,0,0,0,1,0.1
213,2004,5,28,20040528,CRS,1,1,1,4,70.2
214,2004,5,28,20040528,DAS,0,0,0,6,18.6
215,2004,5,28,20040528,FAS,0,2,0,23,5.5
216,2004,5,28,20040528,HNS,0,0,0,1,0.1
217,2004,5,28,20040528,KKS,0,0,0,16,9.5
218,2004,5,28,20040528,MSS,0,0,1,31,46.6
220,2004,5,28,20040528,TAS,0,0,0,2,0.2
221,2004,5,28,20040528,CGF,0,0,0,1,0.1
219,2004,5,28,20040528,SWS,0,0,1,2,70
222,2004,5,29,20040529,GAD,0,0,0,1,1
223,2004,5,29,20040529,MID,0,0,0,2,1.1
224,2004,5,29,20040529,UYD,0,0,0,1,0.1
225,2004,5,29,20040529,CRS,0,0,1,4,70.3
226,2004,5,29,20040529,DAS,0,0,0,6,18.6
227,2004,5,29,20040529,FAS,0,0,0,23,5.5
228,2004,5,29,20040529,HNS,0,0,0,1,0.1
229,2004,5,29,20040529,KKS,0,0,0,16,9.5
230,2004,5,29,20040529,MSS,0,1,0,31,37.6
232,2004,5,29,20040529,TAS,0,0,0,2,0.2
233,2004,5,29,20040529,CGF,0,0,0,1,0.1
231,2004,5,29,20040529,SWS,0,0,1,2,70
234,2004,5,30,20040530,GAD,0,0,0,1,1
235,2004,5,30,20040530,MID,0,0,0,2,1.1
236,2004,5,30,20040530,UYD,0,0,0,1,0.1
237,2004,5,30,20040530,CRS,0,0,1,4,70.3
238,2004,5,30,20040530,DAS,0,0,0,6,18.6
239,2004,5,30,20040530,FAS,1,0,1,24,5.7
240,2004,5,30,20040530,HNS,0,0,0,1,0.1
241,2004,5,30,20040530,KKS,0,0,0,16,9.5
242,2004,5,30,20040530,MSS,0,0,0,31,37.6
244,2004,5,30,20040530,TAS,0,0,0,2,0.2
245,2004,5,30,20040530,CGF,0,0,0,1,0.1
243,2004,5,30,20040530,SWS,0,0,1,2,70
246,2004,5,31,20040531,GAD,0,0,0,1,1
247,2004,5,31,20040531,MID,0,0,0,2,1.1
248,2004,5,31,20040531,UYD,0,0,0,1,0.1
249,2004,5,31,20040531,CRS,0,0,1,4,77.3
250,2004,5,31,20040531,DAS,1,1,0,7,18.7
251,2004,5,31,20040531,FAS,0,0,1,24,5.7
252,2004,5,31,20040531,HNS,0,0,0,1,0.1
253,2004,5,31,20040531,KKS,0,0,0,16,9.5
254,2004,5,31,20040531,MSS,1,0,1,32,37.7
256,2004,5,31,20040531,TAS,0,0,0,2,0.2
257,2004,5,31,20040531,CGF,0,0,0,1,0.1
255,2004,5,31,20040531,SWS,0,0,1,2,70
258,2004,6,1,20040601,GAD,10,0,10,11,42
259,2004,6,1,20040601,MID,0,0,0,2,1.1
260,2004,6,1,20040601,TAD,3,0,3,3,5.1
261,2004,6,1,20040601,UYD,0,0,0,1,0.1
262,2004,6,1,20040601,CRS,0,0,1,4,77.3
263,2004,6,1,20040601,DAS,0,0,0,7,18.7
264,2004,6,1,20040601,FAS,2,0,3,26,5.9
265,2004,6,1,20040601,HNS,0,0,0,1,0.1
266,2004,6,1,20040601,KKS,6,6,0,22,10.1
267,2004,6,1,20040601,MSS,0,0,1,32,46.7
269,2004,6,1,20040601,TAS,0,0,0,2,0.2
270,2004,6,1,20040601,CGF,0,0,0,2,0.2
268,2004,6,1,20040601,SWS,0,0,1,2,70
271,2004,6,2,20040602,GAD,2,2,10,13,282
272,2004,6,2,20040602,MID,0,0,0,2,1.1
273,2004,6,2,20040602,TAD,2,0,5,5,72.1
274,2004,6,2,20040602,UYD,0,0,0,1,0.1
275,2004,6,2,20040602,CRS,0,0,1,4,77.3
276,2004,6,2,20040602,DAS,0,0,0,7,18.7
277,2004,6,2,20040602,FAS,0,0,3,26,5.9
278,2004,6,2,20040602,HNS,0,0,0,1,0.1
279,2004,6,2,20040602,KKS,0,0,0,22,10.1
280,2004,6,2,20040602,MSS,1,1,1,33,46.8
282,2004,6,2,20040602,TAS,0,0,0,2,0.2
283,2004,6,2,20040602,CGF,0,0,0,2,0.2
281,2004,6,2,20040602,SWS,0,0,1,2,70
284,2004,6,3,20040603,GAD,0,1,9,13,282
285,2004,6,3,20040603,MID,0,0,0,2,1.1
286,2004,6,3,20040603,TAD,0,0,5,5,74.1
287,2004,6,3,20040603,UYD,1,0,1,2,20.1
288,2004,6,3,20040603,CRS,0,0,1,4,77.3
289,2004,6,3,20040603,DAS,0,0,0,7,18.7
290,2004,6,3,20040603,FAS,0,3,0,26,5.8
291,2004,6,3,20040603,HNS,0,0,0,1,0.1
292,2004,6,3,20040603,KKS,0,0,0,22,10.1
293,2004,6,3,20040603,MSS,1,1,1,34,37.9
295,2004,6,3,20040603,TAS,0,0,0,2,0.2
296,2004,6,3,20040603,CGF,0,0,0,2,0.2
294,2004,6,3,20040603,SWS,0,0,1,2,70
297,2004,6,4,20040604,GAD,0,0,9,13,5002
298,2004,6,4,20040604,MID,0,0,0,2,1.1
299,2004,6,4,20040604,TAD,0,0,5,5,74.1
300,2004,6,4,20040604,UYD,0,0,1,2,20.1
301,2004,6,4,20040604,CRS,0,0,1,4,77.3
302,2004,6,4,20040604,DAS,0,0,0,7,18.7
303,2004,6,4,20040604,FAS,0,0,0,26,5.9
304,2004,6,4,20040604,HNS,0,0,0,1,0.1
305,2004,6,4,20040604,KKS,1,1,0,23,10.2
306,2004,6,4,20040604,MSS,0,0,1,34,37.9
308,2004,6,4,20040604,TAS,0,0,0,2,0.2
309,2004,6,4,20040604,CGF,0,0,0,2,0.2
307,2004,6,4,20040604,SWS,0,1,0,2,70
310,2004,6,5,20040605,GAD,3,3,9,16,5792
311,2004,6,5,20040605,MID,0,0,0,2,1.1
312,2004,6,5,20040605,TAD,1,3,3,6,75.6
313,2004,6,5,20040605,UYD,0,0,1,2,5.1
314,2004,6,5,20040605,CRS,0,0,1,4,77.3
315,2004,6,5,20040605,DAS,0,0,0,7,18.7
316,2004,6,5,20040605,FAS,0,0,0,26,5.9
317,2004,6,5,20040605,HNS,1,1,0,2,0.2
318,2004,6,5,20040605,KKS,2,1,1,25,10.4
319,2004,6,5,20040605,MSS,1,1,1,35,38.1
321,2004,6,5,20040605,TAS,0,0,0,2,0.2
322,2004,6,5,20040605,CGF,0,0,0,2,0.2
320,2004,6,5,20040605,SWS,0,0,0,2,70
323,2004,6,6,20040606,GAD,0,0,9,16,8252
324,2004,6,6,20040606,MID,0,0,0,2,1.1
325,2004,6,6,20040606,TAD,0,0,3,6,75.6
326,2004,6,6,20040606,UYD,0,0,1,2,5.1
327,2004,6,6,20040606,CRS,0,0,1,4,77.3
328,2004,6,6,20040606,DAS,0,0,0,7,18.7
329,2004,6,6,20040606,FAS,0,0,0,26,5.9
330,2004,6,6,20040606,HNS,0,0,0,2,0.2
331,2004,6,6,20040606,KKS,1,0,1,25,10.3
332,2004,6,6,20040606,MSS,1,1,1,36,38.3
334,2004,6,6,20040606,TAS,0,0,0,2,0.2
335,2004,6,6,20040606,CGF,0,0,0,2,0.2
333,2004,6,6,20040606,SWS,0,0,0,2,70
336,2004,6,7,20040607,GAD,0,5,4,16,9132
337,2004,6,7,20040607,MID,0,0,0,2,1.1
338,2004,6,7,20040607,TAD,0,3,0,6,75.6
339,2004,6,7,20040607,UYD,1,1,1,3,7.1
340,2004,6,7,20040607,CRS,0,0,1,4,77.3
341,2004,6,7,20040607,DAS,0,0,0,7,18.7
342,2004,6,7,20040607,FAS,0,0,0,26,5.9
343,2004,6,7,20040607,HNS,0,0,0,2,0.2
344,2004,6,7,20040607,KKS,2,2,1,27,10.6
345,2004,6,7,20040607,MSS,2,1,2,38,48.4
347,2004,6,7,20040607,TAS,0,0,0,2,0.2
348,2004,6,7,20040607,CGF,0,0,0,2,0.2
346,2004,6,7,20040607,SWS,0,0,0,2,130
349,2004,6,8,20040608,GAD,2,0,4,18,11207
350,2004,6,8,20040608,MID,0,0,0,2,1.1
351,2004,6,8,20040608,TAD,2,0,2,8,729.1
352,2004,6,8,20040608,UYD,0,0,1,3,10.2
353,2004,6,8,20040608,CRS,0,1,0,4,77.3
354,2004,6,8,20040608,DAS,0,0,0,7,18.7
355,2004,6,8,20040608,FAS,3,0,3,29,8.1
356,2004,6,8,20040608,HNS,0,0,0,2,0.2
357,2004,6,8,20040608,KKS,0,0,1,27,10.6
358,2004,6,8,20040608,MSS,2,0,4,40,50.2
360,2004,6,8,20040608,TAS,0,0,0,2,0.2
361,2004,6,8,20040608,CGF,0,0,0,2,0.2
359,2004,6,8,20040608,SWS,0,0,0,2,130
362,2004,6,9,20040609,GAD,0,2,2,18,11207.6
363,2004,6,9,20040609,MID,0,0,0,2,1.1
364,2004,6,9,20040609,TAD,0,0,2,8,1410.6
365,2004,6,9,20040609,UYD,2,1,2,5,11.2
366,2004,6,9,20040609,CRS,0,0,0,4,77.3
367,2004,6,9,20040609,DAS,0,0,0,7,18.7
368,2004,6,9,20040609,FAS,0,2,1,29,8.1
369,2004,6,9,20040609,HNS,0,0,0,2,0.2
370,2004,6,9,20040609,KKS,0,1,0,27,10.6
371,2004,6,9,20040609,MSS,1,1,4,41,50.3
373,2004,6,9,20040609,TAS,0,0,0,2,0.2
374,2004,6,9,20040609,CGF,0,0,0,2,0.2
372,2004,6,9,20040609,SWS,0,0,0,2,130
375,2004,6,10,20040610,GAD,1,0,3,19,11210.2
376,2004,6,10,20040610,MID,0,0,0,2,1.1
377,2004,6,10,20040610,TAD,2,1,3,10,1416.6
378,2004,6,10,20040610,UYD,1,0,3,6,15.2
379,2004,6,10,20040610,CRS,0,0,0,4,77.3
380,2004,6,10,20040610,DAS,0,0,0,7,18.7
381,2004,6,10,20040610,FAS,2,3,0,31,8.3
382,2004,6,10,20040610,HNS,0,0,0,2,0.2
383,2004,6,10,20040610,KKS,0,0,0,27,10.6
384,2004,6,10,20040610,MSS,0,0,4,41,50.3
386,2004,6,10,20040610,TAS,0,0,0,2,0.2
387,2004,6,10,20040611,CGF,0,0,0,2,0.2
385,2004,6,10,20040610,SWS,0,0,0,2,130
388,2004,6,11,20040611,GAD,1,1,3,20,11220.2
389,2004,6,11,20040611,MID,0,0,0,2,1.1
390,2004,6,11,20040611,TAD,2,0,5,12,1439.1
391,2004,6,11,20040611,UYD,0,0,3,6,2810.7
392,2004,6,11,20040611,CRS,0,0,0,4,77.3
393,2004,6,11,20040611,DAS,0,0,0,7,18.7
394,2004,6,11,20040611,FAS,0,0,0,31,8.3
395,2004,6,11,20040611,HNS,0,0,0,2,0.2
396,2004,6,11,20040611,KKS,1,1,0,28,10.7
397,2004,6,11,20040611,MSS,1,0,5,42,50.4
399,2004,6,11,20040611,TAS,0,0,0,2,0.2
400,2004,6,11,20040611,CGF,0,0,0,2,0.2
398,2004,6,11,20040611,SWS,0,0,0,2,130
401,2004,6,12,20040612,GAD,7,1,9,28,11477.2
402,2004,6,12,20040612,MID,0,0,0,2,1.1
403,2004,6,12,20040612,TAD,0,0,5,12,1439.1
404,2004,6,12,20040612,UYD,0,1,2,6,9170.7
405,2004,6,12,20040612,CRS,0,0,0,4,77.3
406,2004,6,12,20040612,DAS,0,0,0,7,18.7
407,2004,6,12,20040612,FAS,0,0,0,31,8.3
408,2004,6,12,20040612,HNS,0,0,0,2,0.2
409,2004,6,12,20040612,KKS,0,0,0,28,10.7
410,2004,6,12,20040612,MSS,0,1,4,42,50.4
412,2004,6,12,20040612,TAS,0,0,0,2,0.2
413,2004,6,12,20040612,CGF,0,0,0,2,0.2
411,2004,6,12,20040612,SWS,0,0,0,2,130
414,2004,6,13,20040613,GAD,6,3,12,33,11642.7
415,2004,6,13,20040613,MID,0,0,0,2,1.1
416,2004,6,13,20040613,TAD,2,0,7,14,1519.1
417,2004,6,13,20040613,UYD,0,0,2,6,9170.7
418,2004,6,13,20040613,CRS,0,0,0,4,77.3
419,2004,6,13,20040613,DAS,0,0,0,7,18.7
420,2004,6,13,20040613,FAS,1,1,0,32,8.4
421,2004,6,13,20040613,HNS,0,0,0,2,0.2
422,2004,6,13,20040613,KKS,0,0,0,28,10.7
423,2004,6,13,20040613,MSS,1,1,4,43,50.5
425,2004,6,13,20040613,TAS,1,0,1,3,0.3
426,2004,6,13,20040613,CGF,0,0,0,2,0.2
424,2004,6,13,20040613,SWS,1,0,1,3,130
427,2004,6,14,20040614,GAD,9,3,18,42,11853.7
428,2004,6,14,20040614,MID,0,0,0,2,1.1
429,2004,6,14,20040614,TAD,1,3,5,15,2181.1
430,2004,6,14,20040614,UYD,1,0,3,7,9372.7
431,2004,6,14,20040614,CRS,0,0,0,4,77.3
432,2004,6,14,20040614,DAS,0,0,0,7,18.7
433,2004,6,14,20040614,FAS,1,0,1,33,28.4
434,2004,6,14,20040614,HNS,0,0,0,2,0.2
435,2004,6,14,20040614,KKS,0,0,0,28,10.7
436,2004,6,14,20040614,MSS,3,2,5,46,50.6
438,2004,6,14,20040614,TAS,0,0,1,3,0.3
439,2004,6,14,20040614,CGF,0,0,0,2,0.2
437,2004,6,14,20040614,SWS,0,0,1,3,131
440,2004,6,15,20040615,GAD,7,9,17,50,12236.3
441,2004,6,15,20040615,MID,2,0,2,4,6.2
442,2004,6,15,20040615,TAD,4,0,9,19,3004.6
443,2004,6,15,20040615,UYD,10,0,13,23,9631.9
444,2004,6,15,20040615,CRS,1,1,0,5,77.4
445,2004,6,15,20040615,DAS,0,0,0,7,18.7
446,2004,6,15,20040615,FAS,0,0,1,33,158.4
447,2004,6,15,20040615,HNS,0,0,0,3,0.3
448,2004,6,15,20040615,KKS,0,0,0,28,10.7
449,2004,6,15,20040615,MSS,1,3,3,47,50.8
451,2004,6,15,20040615,TAS,0,0,1,3,0.3
452,2004,6,15,20040615,CGF,0,0,0,2,0.2
450,2004,6,15,20040615,SWS,1,1,1,4,147
453,2004,6,16,20040616,GAD,20,1,19,53,12666.2
454,2004,6,16,20040616,MID,1,0,3,6,51.6
455,2004,6,16,20040616,TAD,4,1,12,23,3165.1
456,2004,6,16,20040616,UYD,8,2,19,25,12817.9
457,2004,6,16,20040616,CRS,0,0,0,5,77.4
458,2004,6,16,20040616,DAS,0,0,0,7,18.7
459,2004,6,16,20040616,FAS,1,0,2,34,448.4
460,2004,6,16,20040616,HNS,0,0,0,3,0.3
461,2004,6,16,20040616,KKS,0,0,0,28,10.7
462,2004,6,16,20040616,MSS,1,0,4,48,50.8
464,2004,6,16,20040616,TAS,3,1,3,6,200.3
465,2004,6,16,20040616,CGF,0,0,0,2,0.2
463,2004,6,16,20040616,SWS,0,0,1,4,147
466,2004,6,17,20040617,GAD,0,6,13,53,12753.2
467,2004,6,17,20040617,MID,1,0,4,6,1151.5
468,2004,6,17,20040617,TAD,0,1,11,23,4058.6
469,2004,6,17,20040617,UYD,4,1,22,29,22279.4
470,2004,6,17,20040617,CRS,0,0,0,5,77.4
471,2004,6,17,20040617,DAS,1,0,1,8,28.7
472,2004,6,17,20040617,FAS,1,0,3,35,700.4
473,2004,6,17,20040617,HNS,0,0,0,3,0.3
474,2004,6,17,20040617,KKS,0,0,0,28,10.7
475,2004,6,17,20040617,MSS,1,0,5,49,51.1
477,2004,6,17,20040617,TAS,0,1,2,6,1156.3
478,2004,6,17,20040617,CGF,0,0,0,2,0.2
476,2004,6,17,20040617,SWS,0,0,1,4,147
479,2004,6,18,20040618,GAD,0,3,9,53,14022.8
480,2004,6,18,20040618,MID,1,1,4,7,2402.5
481,2004,6,18,20040618,TAD,0,0,11,23,4058.6
